year,mean_lst,trend_line
2017,45.7294416370092,46.05813499770238
2019,45.187657934954444,44.92757552356056
2021,43.6042774250286,43.79701604941897
2023,43.58646003264946,42.66645657527715
2025,40.87724321745325,41.53589710113556
