Air_Temp,Albedo,LST,MNDWI,NDBI,NDVI,NDWI,longitude,latitude,city
30.652476559346212,0.16165270375000002,42.285356870000044,-0.5267846182938927,-0.011599861686522453,0.522776502537907,-0.5351145933825255,80.05762118231158,12.963704919308281,Chennai
30.639813536412646,0.17543692750000003,45.46924250000001,-0.39057166209913935,0.049337644727234765,0.2616430935901294,-0.3479387575315247,80.23233995028144,13.095322885589257,Chennai
30.652476559346212,0.15608623625,42.372516380000036,-0.362751464696468,-0.047032694335876965,0.3808397068978495,-0.4029100388359845,80.14717030823711,12.967614059432925,Chennai
30.652476559346212,0.14804338000000003,35.16733022000005,-0.44855018055704526,-0.227390180878553,0.6747983346344003,-0.6133782869175043,80.07714688126667,13.020658653795495,Chennai
30.778876940637247,0.14127802250000002,38.45204744,-0.4531140165893436,-0.22733819403260278,0.6821420033468802,-0.6169047744104207,80.14655085241138,13.076335201430338,Chennai
30.426946450419223,0.12628417,45.37695596000003,-0.4970228237909131,0.12606158581821,0.3549057138197704,-0.3957576239864894,80.2230009652123,12.883230826547129,Chennai
30.639813536412646,0.1470525825,44.97021158000001,-0.3932782116061859,-0.04793542345660276,0.37183947404465134,-0.43304979861642684,80.24470104206064,13.123754793263952,Chennai
30.639813536412646,0.126124615,43.47311881999997,-0.24038807346824798,-0.059763435066517906,0.27836303916372324,-0.29590047885920917,80.2185461116439,13.092842826793373,Chennai
30.639813536412646,0.14249397625000004,44.31736976000002,-0.39308548528775517,-0.1640025701210317,0.5240397491982172,-0.5233492816397697,80.23362594907458,13.09922909325781,Chennai
30.639813536412646,0.16523127875000002,42.039259430000016,-0.3224755700325733,-0.09603012444909745,0.35661863500916646,-0.4059349568338646,80.18297424407595,13.089078265528679,Chennai
30.652476559346212,0.17498044125,38.47768258999997,-0.37245757061743934,-0.025739688605460515,0.3634919195081771,-0.3944160158003411,80.1109607669636,13.022138067854563,Chennai
30.652476559346212,0.1826874125,39.84659959999999,-0.4092220072286517,-0.04399836538580609,0.42770533446232006,-0.4452044227307791,80.10723002915965,13.00666723238004,Chennai
30.639813536412646,0.17528840000000004,43.066374440000004,-0.24170945690035198,-0.025618288476155247,0.2193895579537621,-0.2656825902654601,80.16405687424498,13.08326711952364,Chennai
30.778876940637247,0.16875037125,39.96452128999999,-0.39021521096113965,-0.09559124397564374,0.4378160285623059,-0.46833694482568494,80.13338768456802,13.141639741505626,Chennai
30.426946450419223,0.14790819000000005,41.69574842000003,-0.2752635903053541,-0.20764428752220015,0.4743798648394238,-0.4567986760574223,80.17710812402446,12.949497883946085,Chennai
30.818702226955622,0.103143965,36.462759800000015,-0.31269456562718817,-0.1700559815846466,0.5080844788539528,-0.45837613004541417,80.08558477604578,13.233707480928516,Chennai
30.778876940637247,0.15584018000000002,37.876111070000036,-0.4981796744923403,-0.1588641253058175,0.6441763729761115,-0.6088570967301268,80.06617868550278,13.072729152336295,Chennai
30.533085580823524,0.16924203000000002,43.48679090000002,-0.30222618472364965,-0.09064986170121755,0.32987952226143497,-0.3823995373689062,80.19763949915009,12.966608144048001,Chennai
30.652476559346212,0.16568265000000001,43.192841180000016,-0.44145427185639996,-0.011953879024534094,0.47720642602675284,-0.45102803491489163,80.09230357659533,12.97423092464481,Chennai
30.778876940637247,0.1550671275,42.73824452000002,-0.3776485314770715,-0.12630091100074545,0.4623213954643012,-0.4810066960307559,80.09958164805987,13.138179970652724,Chennai
30.778876940637247,0.167529935,43.21505831000002,-0.3511470867242499,0.008351032118637856,0.29476798457791464,-0.3438042401176477,80.09452923525164,13.12259743113287,Chennai
30.512666615676494,0.1698168625,40.67888747000006,-0.4110521640515004,-0.1247631616772727,0.5084159153238879,-0.5096769667437395,80.06577354934275,12.915656804794482,Chennai
30.533085580823524,0.1676517325,37.019897060000005,-0.31853935729481575,-0.10591127160909776,0.3984014976958525,-0.4105983112913476,80.17607180284493,13.046684763886185,Chennai
30.512666615676494,0.13949589874999999,43.20651326000001,-0.38470472847408643,-0.15031899926354328,0.5040605230188341,-0.5057755233906107,80.11706560658908,12.866306399880612,Chennai
