year,mean_lst,trend_line
2017,37.61865930454516,38.94906953865451
2019,41.40341889983216,38.89793222578136
2021,37.862051972950916,38.84679491290821
2023,38.57032439423459,38.79565760003506
2025,38.77951999297819,38.744520287161905
