year,mean_lst,trend_line
2017,45.7294416370092,45.88875271804727
2019,45.187657934954444,44.8551409858585
2021,43.6042774250286,43.82152925366972
2023,42.86211465562636,42.78791752148095
2025,41.72415461572957,41.7543057892924
